Шкаф	Обозначение провода	Откуда идет	Куда поступает
1HV32	N1-TQ11S10	XT8-a11	XT8-a2
1HV32	N1-TQ11S10	XT8-a2	XT8-a5
1HV32	N1-TQ11S10	XT8-a5	XT8-a8
1HV32	N1-TQ11S11	XT32-a11	XT32-a2
1HV32	N1-TQ11S11	XT32-a2	XT32-a5
1HV32	N1-TQ11S11	XT32-a5	XT32-a8
1HV32	N1-TQ11S12	XT33-a11	XT33-a2
1HV32	N1-TQ11S12	XT33-a2	XT33-a5
1HV32	N1-TQ11S12	XT33-a5	XT33-a8
1HV32	N1-TQ11S14	XT31-a11	XT31-a2
1HV32	N1-TQ11S14	XT31-a2	XT31-a5
1HV32	N1-TQ11S14	XT31-a5	XT31-a8
1HV32	N1-TQ12D01	XT49-a2	XT49-a5
1HV32	N1-TQ12S02	XT67-a11	XT67-a2
1HV32	N1-TQ12S02	XT67-a2	XT67-a5
1HV32	N1-TQ12S02	XT67-a5	XT67-a8
1HV32	N1-TQ12S03	XT68-a11	XT68-a2
1HV32	N1-TQ12S03	XT68-a2	XT68-a5
1HV32	N1-TQ12S03	XT68-a5	XT68-a8
1HV32	N1-TQ12S04	XT14-a11	XT14-a2
1HV32	N1-TQ12S04	XT14-a2	XT14-a5
1HV32	N1-TQ12S04	XT14-a5	XT14-a8
1HV32	N1-TQ12S05	XT16-a11	XT16-a2
1HV32	N1-TQ12S05	XT16-a2	XT16-a5
1HV32	N1-TQ12S05	XT16-a5	XT16-a8
1HV32	N1-TQ12S06	XT12-a11	XT12-a2
1HV32	N1-TQ12S06	XT12-a2	XT12-a5
1HV32	N1-TQ12S06	XT12-a5	XT12-a8
1HV32	N1-TQ12S07	XT15-a11	XT15-a2
1HV32	N1-TQ12S07	XT15-a2	XT15-a5
1HV32	N1-TQ12S07	XT15-a5	XT15-a8
1HV32	N1-TQ12S18	XT71-a11	XT71-a2
1HV32	N1-TQ12S18	XT71-a2	XT71-a5
1HV32	N1-TQ12S18	XT71-a5	XT71-a8
1HV32	N1-TQ13D01	XT50-a2	XT50-a5
1HV32	N1-TQ13S01	XT36-a2	XT36-a5
1HV32	N1-TQ13S05	XT17-a11	XT17-a2
1HV32	N1-TQ13S05	XT17-a2	XT17-a5
1HV32	N1-TQ13S05	XT17-a5	XT17-a8
1HV32	N1-TQ13S06	XT18-a11	XT18-a2
1HV32	N1-TQ13S06	XT18-a2	XT18-a5
1HV32	N1-TQ13S06	XT18-a5	XT18-a8
1HV32	N1-TQ13S07	XT19-a11	XT19-a2
1HV32	N1-TQ13S07	XT19-a2	XT19-a5
1HV32	N1-TQ13S07	XT19-a5	XT19-a8
1HV32	N1-TQ13S09	XT21-a11	XT21-a2
1HV32	N1-TQ13S09	XT21-a2	XT21-a5
1HV32	N1-TQ13S09	XT21-a5	XT21-a8
1HV32	N1-TQ13S26	XT37-a11	XT37-a2
1HV32	N1-TQ13S26	XT37-a2	XT37-a5
1HV32	N1-TQ13S26	XT37-a5	XT37-a8
1HV32	N1-TQ13S30	XT38-a11	XT38-a2
1HV32	N1-TQ13S30	XT38-a2	XT38-a5
1HV32	N1-TQ13S30	XT38-a5	XT38-a8
1HV32	N1-TQ14D01	XT47-a2	XT47-a5
1HV32	N1-TQ14S03	XT23-a11	XT23-a2
1HV32	N1-TQ14S03	XT23-a2	XT23-a5
1HV32	N1-TQ14S03	XT23-a5	XT23-a8
1HV32	N1-TQ14S04	XT24-a11	XT24-a2
1HV32	N1-TQ14S04	XT24-a2	XT24-a5
1HV32	N1-TQ14S04	XT24-a5	XT24-a8
1HV32	N1-TQ14S07	XT45-a11	XT45-a2
1HV32	N1-TQ14S07	XT45-a2	XT45-a5
1HV32	N1-TQ14S07	XT45-a5	XT45-a8
1HV32	N1-TQ14S17	XT44-a11	XT44-a2
1HV32	N1-TQ14S17	XT44-a2	XT44-a5
1HV32	N1-TQ14S17	XT44-a11	XT44-a8
1HV32	N1-TQ14S19	XT22-a2	XT22-a5
1HV32	N1-TQ23S31	XT39-a11	XT39-a2
1HV32	N1-TQ23S31	XT39-a2	XT39-a5
1HV32	N1-TQ23S31	XT39-a5	XT39-a8
1HV32	N1-TQ30S09	XT42-a11	XT42-a2
1HV32	N1-TQ30S09	XT42-a2	XT42-a5
1HV32	N1-TQ30S09	XT42-a5	XT42-a8
1HV32	N1-TQ33S32	XT40-a11	XT40-a2
1HV32	N1-TQ33S32	XT40-a2	XT40-a5
1HV32	N1-TQ33S32	XT40-a5	XT40-a8
1HV32	N1-TQ40S05	XT25-a11	XT25-a2
1HV32	N1-TQ40S05	XT25-a2	XT25-a5
1HV32	N1-TQ40S05	XT25-a5	XT25-a8
1HV32	N1-TQ41S01	XT27-a11	XT27-a2
1HV32	N1-TQ41S01	XT27-a2	XT27-a5
1HV32	N1-TQ41S01	XT27-a5	XT27-a8
1HV32	N1-TQ41S02	XT28-a11	XT28-a2
1HV32	N1-TQ41S02	XT28-a2	XT28-a5
1HV32	N1-TQ41S02	XT28-a5	XT28-a8
1HV32	N1-TQ41S03	XT55-a2	XT55-a5
1HV32	N1-TQ41S04	XT56-a2	XT56-a5
1HV32	N1-TQ41S05	XT30-a11	XT30-a2
1HV32	N1-TQ41S05	XT30-a2	XT30-a5
1HV32	N1-TQ41S05	XT30-a5	XT30-a8
1HV32	N1-TQ51S01	XT35-a11	XT35-a2
1HV32	N1-TQ51S01	XT35-a2	XT35-a5
1HV32	N1-TQ51S01	XT35-a5	XT35-a8
1HV32	N1-TQ51S02	XT41-a11	XT41-a2
1HV32	N1-TQ51S02	XT41-a2	XT41-a5
1HV32	N1-TQ51S02	XT41-a5	XT41-a8
1HV32	N1-TQ51S03	XT46-a11	XT46-a2
1HV32	N1-TQ51S03	XT46-a2	XT46-a5
1HV32	N1-TQ51S03	XT46-a5	XT46-a8
1HV32	N1-TQ51S04	XT43-a11	XT43-a2
1HV32	N1-TQ51S04	XT43-a2	XT43-a5
1HV32	N1-TQ51S04	XT43-a5	XT43-a8
1HV32	N1-TX10S50	XT20-a11	XT20-a2
1HV32	N1-TX10S50	XT20-a2	XT20-a5
1HV32	N1-TX10S50	XT20-a11	XT20-a8
1HV32	N1-VF10S03	XT4-a11	XT4-a2
1HV32	N1-VF10S03	XT4-a2	XT4-a5
1HV32	N1-VF10S03	XT4-a5	XT4-a8
1HV32	N1-VF12S01	XT3-a2	XT3-a5
1HV32	N1-VF12S04	XT2-a2	XT2-a5
1HV32	N1-VF12S07	XT1-a2	XT1-a5
1HV32	N1-VF12S10	XT13-a2	XT13-a5
1HV32	N1-VF40S05	XT54-a2	XT54-a5
1HV32	N1-VF40S06	XT5-a11	XT5-a2
1HV32	N1-VF40S06	XT5-a2	XT5-a5
1HV32	N1-VF40S06	XT5-a5	XT5-a8
1HV35	0501	XT8-a2	XT14-b10
1HV35	0501	XT8-a3	XT14-b10
1HV35	0513	XT5-a12	XT13-b5
1HV35	0526	XT1-a12	XT1-a2
1HV35	0601	XT13-a7	XT21-b5
1HV35	010-II	XT11-a9	XT33-a1
1HV35	010-II	XT33-a1	XT33-a2
1HV35	010-II	XT33-a2	XT33-a3
1HV35	010-II	XT33-a3	XT33-a4
1HV35	010-II	XT33-a4	XT33-a5
1HV35	010-II	XT33-a5	XT33-a6
1HV35	010-II	XT33-a6	XT33-a7
1HV35	010-II	XT33-a7	XT33-a8
1HV35	010-II	XT33-a8	XT11-a9
1HV35	011-II	XT14-a11	XT33-a9
1HV35	011-II	XT33-a9	XT33-a10
1HV35	011-II	XT33-a10	XT33-a11
1HV35	011-II	XT33-a11	XT33-a12
1HV35	011-II	XT33-a12	XT33-b1
1HV35	011-II	XT33-b1	XT33-b2
1HV35	011-II	XT33-b2	XT33-b3
1HV35	011-II	XT33-b3	XT33-b4
1HV35	011-II	XT33-b4	XT14-a11
1HV35	013-II	XT21-b2	XT35-a1
1HV35	013-II	XT35-a1	XT35-a2
1HV35	013-II	XT35-a2	XT35-a3
1HV35	013-II	XT35-a3	XT35-a4
1HV35	013-II	XT35-a4	XT35-a5
1HV35	013-II	XT35-a5	XT35-a6
1HV35	013-II	XT35-a6	XT35-a7
1HV35	013-II	XT35-a7	XT21-b2
1HV35	014-II	XT21-a9	XT35-a9
1HV35	014-II	XT35-a9	XT35-a10
1HV35	014-II	XT35-a10	XT35-a11
1HV35	014-II	XT35-a11	XT35-a12
1HV35	014-II	XT35-a12	XT35-b1
1HV35	014-II	XT35-b1	XT35-b2
1HV35	014-II	XT35-b2	XT35-b3
1HV35	014-II	XT35-b3	XT21-a9
1HV35	015-II	XT21-b10	XT35-b5
1HV35	015-II	XT35-b5	XT35-b6
1HV35	015-II	XT35-b6	XT35-b7
1HV35	015-II	XT35-b7	XT35-b8
1HV35	015-II	XT35-b8	XT35-b9
1HV35	015-II	XT35-b9	XT21-b10
1HV35	016-II	XT11-a1	XT36-a1
1HV35	016-II	XT36-a1	XT36-a3
1HV35	016-II	XT36-a3	XT36-a4
1HV35	016-II	XT36-a4	XT36-a6
1HV35	016-II	XT36-a6	XT11-a1
1HV35	040-II	XT21-a8	XT34-a6
1HV35	040-II	XT34-a6	XT34-a7
1HV35	040-II	XT34-a7	XT34-a8
1HV35	040-II	XT34-a8	XT34-a9
1HV35	040-II	XT34-a9	XT34-a10
1HV35	040-II	XT34-a10	XT34-a11
1HV35	040-II	XT34-a11	XT34-a12
1HV35	040-II	XT34-a12	XT34-b1
1HV35	040-II	XT34-b1	XT21-a8
1HV35	041-II	XT21-a3	XT34-b3
1HV35	041-II	XT34-b3	XT34-b5
1HV35	041-II	XT34-b5	XT34-b6
1HV35	041-II	XT34-b6	XT34-b7
1HV35	041-II	XT34-b7	XT34-b8
1HV35	041-II	XT34-b8	XT34-b9
1HV35	041-II	XT34-b9	XT34-b10
1HV35	041-II	XT34-b10	XT34-b11
1HV35	041-II	XT34-b11	XT34-b12
1HV35	041-II	XT34-b12	XT21-a3
1HV35	04a-II	XT13-a9	XT6-b10
1HV35	04a-II	XT36-a10	XT13-a9
1HV35	04-II	XT22-b1	XT36-a11
1HV35	04-II	XT22-b1	XT36-a12
1HV35	05a-II	XT23-b1	XT36-b5
1HV35	05-II	XT11-b2	XT36-b4
1HV35	05-II	XT11-b2	XT36-b6
1HV35	06-II	XT16-b1	XT36-b7
1HV35	06-II	XT16-b1	XT36-b8
1HV35	06-II	XT36-b8	XT36-b9
1HV35	06-II	XT36-b9	XT36-b10
1HV35	06-II	XT36-b10	XT36-b11
1HV35	06-II	XT36-b11	XT36-b12
1HV35	07a-II	XT32-b1	XT6-a1
1HV35	07a-II	XT6-a1	XT6-b2
1HV35	07-II	XT24-b1	XT32-b2
1HV35	07-II	XT24-b1	XT32-b3
1HV35	07-II	XT32-b3	XT32-b5
1HV35	07-II	XT32-b4	XT32-b5
1HV35	08a-II	XT11-b10	XT32-a7
1HV35	08-II	XT25-b1	XT32-a6
1HV35	08-II	XT32-a6	XT32-a8
1HV35	08-II	XT32-a8	XT32-a9
1HV35	08-II	XT32-a9	XT32-a10
1HV35	09-II	XT13-a8	XT36-b1
1HV35	09-II	XT13-a8	XT36-b2
1HV35	09-II	XT36-b2	XT36-b3
1HV36	0521	XT2-a2	XT2-b10 
1HV36	0522	XT3-a2	XT3-b10
1HV36	0710	XT26-a12	XT26-b1
1HV36	073	XT5-b1	XT6-b10
1HV36	074	XT7-a11	XT5-a2
1HV36	075	XT5-a4	XT7-b10
1HV36	076	XT6-a11	XT5-a5
1HV36	17	XT25-a3	XT24-b5
1HV36	19	XT24-a11	XT25-a5
1HV36	55-VF40S05	XTK25-a1	XTK25-a2
1HV36	700	XT23-a8	XT24-b9
1HV36	0743	XTN04-a3	XTN06-b6
1HV36	0799	XTN04-b3	XTN06-a5
1HV36	900	XT24-a3	XT23-a9
1HV36	A1-QF11D01	XTK6-a1	XTK6-a2
1HV36	A1-QF11D02	XTK7-a1	XTK7-a2
1HV37	042	XT1-a10	XT2-a10
1HV37	042	XT26-b4	XT3-b4
1HV37	042	XT1-a10	XT36-a5
1HV37	042	XTK5-b2	XT36-b1
1HV37	042	XT2-a10	XT26-b4
1HV37	042	XT3-b4	XT4-b4
1HV37	042	XT4-b4	XT5-b4
1HV37	042	XT5-b4	XTK5-b2
1HV37	042-1	XTK6-b2	XT8-b4
1HV37	042-1	XT8-b4	XT9-b4
1HV37	042-1	XT9-b4	XT10-a10
1HV37	042-1	XT10-a10	XT11-a10
1HV37	042-1	XT11-a10	XT12-b4
1HV37	042-1	XT12-b4	XT27-b4
1HV37	042-1	XT27-b4	XT36-a2
1HV37	042-2	XT21-b4	XT22-b4
1HV37	042-2	XT22-b4	XT23-b4
1HV37	043	XT13-a10	XT14-a10
1HV37	043	XT14-a10	XT15-a10
1HV37	043	XT15-a10	XT16-a10
1HV37	043	XT16-a10	XT17-a10
1HV37	043	XT17-a10	XT25-b4
1HV37	043	XT25-b4	XT36-a4
1HV37	0504	XT4-a10	XT4-a3
1HV37	0506	XT5-a10	XT5-a3
1HV37	0507	XT3-a10	XT3-a3
1HV37	0516	XT26-a10	XT26-a3
1HV37	0517	XT27-a10	XT27-a3
1HV37	0518	XT8-a10	XT8-a3
1HV37	0521	XT9-a10	XT9-a3
1HV37	0524	XT12-a10	XT12-a3
1HV37	0537	XT25-a10	XT25-a3
1HV37	0540	XT18-a10	XT18-a3
1HV37	0548	XT7-a10	XT7-a3
1HV37	0556	XT19-a10	XT19-a3
1HV37	0567	XT20-a10	XT20-a3
1HV37	0571	XT21-a10	XT21-a3
1HV37	0572	XT22-a10	XT22-a3
1HV37	0573	XT21-b5	XT22-b5
1HV37	0574	XT23-a10	XT23-a3
1HV37	0575	XT24-a10	XT24-a3
1HV37	915	XT13-b9	XT14-b9
1HV37	915	XT14-b9	XT15-b9
1HV37	915	XT15-b9	XT16-b9
1HV37	915	XT16-b9	XT29-b9
1HV37	915	XT29-b9	XT17-b9
1HV37	916	XT7-b5	XT7-b9
1HV37	917	XT10-b9	XT11-b9
1HV37	917	XT11-b9	XT12-b9
1HV37	917	XT27-b5	XT12-b5
1HV37	917	XT12-b9	XT27-b9
1HV37	917	XT12-b5	XT8-b5
1HV37	917	XT27-b9	XT8-b9
1HV37	917	XT8-b5	XT9-b5
1HV37	917	XT8-b9	XT9-b9
1HV37	917	XT9-b5	XT10-b9
1HV37	956	XT1-b9	XT26-b9
1HV37	956	XT26-b5	XT3-b5
1HV37	956	XT26-b9	XT2-b9
1HV37	956	XT2-b9	XT3-b9
1HV37	956	XT3-b5	XT4-b5
1HV37	956	XT3-b9	XT4-b9
1HV37	956	XT4-b5	XT5-b5
1HV37	956	XT4-b9	XT5-b9
1HV37	956	XT26-b5	XT1-b9
1HV38	55-TQ41S03	XTK18-a1	XTK18-a2
1HV38	55-TQ41S04	XTK33-a1	XTK33-a2
1HV39	0501	XT28-b9	XT29-b9
1HV39	0501	XT29-b9	XT30-b9
1HV39	0502	XT22-b9	XT23-b9
1HV39	0512	XT15-a5	XT18-a5
1HV39	0534a	XT15-b4	XTK25-a2
1HV39	0534a	XTK25-a2	XTK26-a2
1HV39	751	XT36-a2	XTN06-b12
1HV39	753-2	XT36-b1	XTN06-a10
1HV39	1YP10L96V1	XT28-a9	XT29-a9
1HV39	1YP10L96V1	XT29-a9	XT30-a9
1HV39	1YP10L96V2	XT22-a11	XT23-a11
1HV39	1БПК A01-III	XT13-a1	XT35-b6
1HV39	A1-TQ14D01	XTK1-a1	XTK1-a2
1HV40	043	XT22-a3	XT19-a4
1HV40	0511	XT9-a3	XT28-a4
1HV40	0560	XT25-b3	XT22-b4
1HV40	751	XT35-a10	XTN06-b12
1HV40	753-1	XT35-a8	XTN06-a10
1HV40	1TQ13F91V1	XT10-a9	XT11-a9
1HV40	1TQ13F91V1	XT11-a9	XT12-a9
1HV40	1TQ13F91V2	XT13-a9	XT14-a9
1HV40	1TQ13F91V2	XT14-a9	XT15-a9
1HV40	A1-BVQ1	XTK9-a1	XTK9-a2
1HV40	A1-TQ13D01	XTK19-a1	XTK19-a2
1HV40	N1-GVQ1	XT28-a5	XT29-b8
1HV41	033-YP21S02	XT13-b4	XT4-b4
1HV41	033-YP21S03	XT13-b1	XT1-b4
1HV41	033-YP21S05	XT7-b4	XT7-b6
1HV41	033-YP21S05	XT7-b4	XT12-a9
1HV41	03-YP21S02	XT13-a1	XT4-a10
1HV41	03-YP21S02	XT13-a1	XT4-a6
1HV41	03-YP21S03	XT1-a10	XT13-a9
1HV41	03-YP21S03	XT13-a9	XT1-a6
1HV41	03-YP21S05	XT7-a10	XT12-b1
1HV41	03-YP21S05	XT7-a6	XT12-b1
1HV41	0509-YP21S02	XT6-b11	XT4-b9
1HV41	0509-YP21S03	XT3-b11	XT1-b9
1HV41	0509-YP21S05	XT9-b2	XT7-b5
1HV41	0510-YP21S02	XT6-b10	XT4-b5
1HV41	0510-YP21S03	XT3-b10	XT1-b5
1HV41	0510-YP21S05	XT9-b11	XT7-b9
1HV41	101-YP21S02	XTK5-a1	XTK6-a1
1HV41	101-YP21S02	XTK5-a2	XTK6-a2
1HV41	101-YP21S02	XTK6-a1	XTK6-a2
1HV41	101-YP21S03	XTK2-a1	XTK3-a1
1HV41	101-YP21S03	XTK2-a2	XTK3-a2
1HV41	101-YP21S03	XTK3-a1	XTK3-a2
1HV41	101-YP21S05	XTK8-a1	XTK9-a1
1HV41	101-YP21S05	XTK8-a2	XTK9-a2
1HV41	101-YP21S05	XTK9-a1	XTK9-a2
1HV41	105-YP21S02	XTK6-b1	XTK6-b2
1HV41	105-YP21S03	XTK3-b1	XTK3-b2
1HV41	105-YP21S05	XTK9-b1	XTK9-b2
1HV41	A51-YP21S06	XT22-a9	XT21-b5
1HV41	A52-YP21S06	XT22-b10	XT21-b9
1HV42	751	XT32-a10	XTN06-b12
1HV42	753-3	XT32-a8	XTN06-a10
1HV42	1YC90P04V3	XT1-b10	XT2-b10
1HV42	A1-BAQ1	XTK34-a1	XTK34-a2
1HV42	A1-TQ12D01	XTK10-a1	XTK10-a2
1HV43	0534	XT16-b5	XT27-b5
1HV43	751	XT36-a7	XTN06-b12
1HV43	753-4	XT36-a5	XTN06-a10
1HV43	1TQ11F91V1	XT13-a9	XT14-a9
1HV43	1TQ11F91V1	XT14-a9	XT15-a9
1HV43	1TQ11F91V2	XT10-a9	XT11-a9
1HV43	1TQ11F91V2	XT11-a9	XT12-a9
1HV43	1БПК A01-IV	XT16-b6	XT27-b6
1HV43	1БПКA28B01	XT16-a1	XT27-a1
1HV43	A1-TQ11D01	XTK19-a1	XTK19-a2
1HV44	0501	XT8-a2	XT8-a3
1HV44	0501	XT8-a2	XT14-b10
1HV44	0513	XT5-a12	XT13-b5
1HV44	0526	XT1-a12	XT1-a2
1HV44	0601	XT13-a7	XT21-b5
1HV44	010-I	XT11-a9	XT33-a1
1HV44	010-I	XT33-a1	XT33-a2
1HV44	010-I	XT33-a2	XT33-a3
1HV44	010-I	XT33-a3	XT33-a4
1HV44	010-I	XT33-a4	XT33-a5
1HV44	010-I	XT33-a5	XT33-a6
1HV44	010-I	XT33-a6	XT33-a7
1HV44	010-I	XT33-a7	XT33-a8
1HV44	010-I	XT33-a8	XT11-a9
1HV44	011-I	XT14-a11	XT33-a9
1HV44	011-I	XT33-a9	XT33-a10
1HV44	011-I	XT33-a10	XT33-a11
1HV44	011-I	XT33-a11	XT33-a12
1HV44	011-I	XT33-a12	XT33-b1
1HV44	011-I	XT33-b1	XT33-b2
1HV44	011-I	XT33-b2	XT33-b3
1HV44	011-I	XT33-b3	XT33-b4
1HV44	011-I	XT33-b4	XT14-a11
1HV44	013-I	XT21-b2	XT35-a1
1HV44	013-I	XT35-a1	XT35-a2
1HV44	013-I	XT35-a2	XT35-a3
1HV44	013-I	XT35-a3	XT35-a4
1HV44	013-I	XT35-a4	XT35-a5
1HV44	013-I	XT35-a5	XT35-a6
1HV44	013-I	XT35-a6	XT35-a7
1HV44	013-I	XT35-a7	XT21-b2
1HV44	014-I	XT21-a9	XT35-a9
1HV44	014-I	XT35-a9	XT35-a10
1HV44	014-I	XT35-a10	XT35-a11
1HV44	014-I	XT35-a11	XT35-a12
1HV44	014-I	XT35-a12	XT35-b1
1HV44	014-I	XT35-b1	XT35-b2
1HV44	014-I	XT35-b2	XT35-b3
1HV44	014-I	XT35-b3	XT21-a9
1HV44	015-I	XT21-b10	XT35-b5
1HV44	015-I	XT35-b5	XT35-b6
1HV44	015-I	XT35-b6	XT35-b7
1HV44	015-I	XT35-b7	XT35-b8
1HV44	015-I	XT35-b8	XT35-b9
1HV44	015-I	XT35-b9	XT21-b10
1HV44	016-I	XT11-a1	XT36-a1
1HV44	016-I	XT36-a1	XT36-a3
1HV44	016-I	XT36-a3	XT36-a4
1HV44	016-I	XT36-a4	XT36-a6
1HV44	016-I	XT36-a6	XT11-a1
1HV44	040-I	XT21-a8	XT34-a6
1HV44	040-I	XT34-a6	XT34-a7
1HV44	040-I	XT34-a7	XT34-a8
1HV44	040-I	XT34-a8	XT34-a9
1HV44	040-I	XT34-a9	XT34-a10
1HV44	040-I	XT34-a10	XT34-a11
1HV44	040-I	XT34-a11	XT34-a12
1HV44	040-I	XT34-a12	XT34-b1
1HV44	040-I	XT34-b1	XT21-a8
1HV44	041-I	XT21-a3	XT34-b3
1HV44	041-I	XT34-b3	XT34-b5
1HV44	041-I	XT34-b5	XT34-b6
1HV44	041-I	XT34-b6	XT34-b7
1HV44	041-I	XT34-b7	XT34-b8
1HV44	041-I	XT34-b8	XT34-b9
1HV44	041-I	XT34-b9	XT34-b10
1HV44	041-I	XT34-b10	XT34-b11
1HV44	041-I	XT34-b11	XT34-b12
1HV44	041-I	XT34-b12	XT21-a3
1HV44	04a-I	XT13-a9	XT6-b10
1HV44	04a-I	XT6-b10	XT36-a10
1HV44	04-I	XT22-b1	XT36-a11
1HV44	04-I	XT36-a11	XT36-a12
1HV44	05a-I	XT23-b1	XT36-b5
1HV44	05-I	XT11-b2	XT36-b4
1HV44	05-I	XT11-b2	XT36-b6
1HV44	06-I	XT16-b1	XT36-b7
1HV44	06-I	XT16-b1	XT36-b8
1HV44	06-I	XT36-b8	XT36-b9
1HV44	06-I	XT36-b9	XT36-b10
1HV44	06-I	XT36-b10	XT36-b11
1HV44	06-I	XT36-b11	XT36-b12
1HV44	07a-I	XT6-a1	XT6-b2
1HV44	07a-I	XT6-b2	XT32-b1
1HV44	07-I	XT24-b1	XT32-b2
1HV44	07-I	XT24-b1	XT32-b3
1HV44	07-I	XT32-b3	XT32-b5
1HV44	07-I	XT32-b4	XT32-b5
1HV44	08a-I	XT11-b10	XT32-a7
1HV44	08-I	XT25-b1	XT32-a6
1HV44	08-I	XT32-a6	XT32-a8
1HV44	08-I	XT32-a8	XT32-a9
1HV44	08-I	XT32-a9	XT32-a10
1HV44	09-I	XT13-a8	XT36-b1
1HV44	09-I	XT13-a8	XT36-b2
1HV44	09-I	XT36-b2	XT36-b3
1HV45	03-TX50S04	XT22-a10	XT24-a7
1HV45	03-TX60S03	XT31-a10	XT33-a7
1HV45	751	XT36-a10	XTN06-b12
1HV45	753-1	XT36-a8	XTN06-a10
1HV45	0902a-4	XT13-b11	XT14-b11
1HV45	0902a-4	XT14-b11	XT15-b11
1HV45	0903-4	XT22-a9	XT27-b9
1HV45	101-TX50S04	XTK22-a1	XTK22-a2
1HV45	101-TX60S03	XTK31-a1	XTK31-a2
1HV45	146-TX50S33	XT23-a4	XT23-b9
1HV45	146-TX50S34	XT25-a4	XT25-b9
1HV45	146-TX60S31	XT32-a4	XT32-b9
1HV45	146-TX60S32	XT34-a4	XT34-b9
1HV45	1TX50P04V5	XT13-a9	XT14-a9
1HV45	1TX50P04V5	XT14-a9	XT15-a9
1HV45	1TX50P04V6	XT16-a9	XT17-a9
1HV45	1TX50P04V6	XT17-a9	XT18-a9
1HV45	1TX60P04V4	XT10-a9	XT11-a9
1HV45	1TX60P04V4	XT11-a9	XT12-a9
1HV45	1TX60P04V5	XT28-a9	XT29-a9
1HV45	1TX60P04V5	XT29-a9	XT30-a9
1HV45	75	XT28-a7	XT29-a7
1HV45	75	XT29-a7	XT30-a7
1HV45	75a	XT33-a5	XT33-b4
1HV45	77	XT16-a7	XT17-a7
1HV45	77	XT17-a7	XT18-a7
1HV45	77a	XT24-a5	XT24-b4
1HV45	991a-4	XT10-b11	XT11-b11
1HV45	991a-4	XT11-b11	XT12-b11
1HV45	992.4	XT31-a9	XT26-b9
1HV46	03-TX70S03	XT16-a10	XT18-a7
1HV46	0534	XT28-b5	XT29-b5
1HV46	0534	XT29-b5	XT30-b5
1HV46	0534	XT30-b5	XT31-b5
1HV46	751	XT36-a10	XTN06-b12
1HV46	753-2	XT36-a8	XTN06-a10
1HV46	101-TX70S03	XTK16-a1	XTK16-a2
1HV46	146-TX70S31	XT20-a4	XT20-b9
1HV46	146-TX70S32	XT22-a4	XT22-b9
1HV46	1TX70P04V4	XT10-a9	XT11-a9
1HV46	1TX70P04V4	XT11-a9	XT12-a9
1HV46	1TX70P04V5	XT13-a9	XT14-a9
1HV46	1TX70P04V5	XT14-a9	XT15-a9
1HV46	1БПК A01-II	XT28-b6	XT29-b6
1HV46	1БПК A01-II	XT29-b6	XT30-b6
1HV46	1БПК A01-II	XT30-b6	XT31-b6
1HV46	996a-4	XT10-b11	XT11-b11
1HV46	996a-4	XT11-b11	XT12-b11
1HV46	997.4	XT16-a9	XT7-b9
1HV47	034-TX80S05	XT19-b4	XT32-b3
1HV47	035a	XT26-b5	XT33-a10
1HV47	0505	XT10-a5	XT11-a5
1HV47	0505	XT11-a5	XT12-a5
1HV47	0506	XT13-a5	XT14-a5
1HV47	0506	XT14-a5	XT15-a5
1HV47	0521	XT10-a4	XT11-a4
1HV47	0521	XT11-a4	XT12-a4
1HV47	0521	XT12-a4	XT13-a4
1HV47	0521	XT13-a4	XT14-a4
1HV47	0521	XT14-a4	XT15-a4
1HV47	05a	XT19-a10	XT33-a7
1HV47	05-TX80S05	XT26-b4	XT32-a7
1HV47	08-TX80S05	XT29-a5	XT30-a5
1HV47	0920	XT10-b11	XT11-b11
1HV47	0920	XT11-b11	XT12-b11
1HV47	0921	XT22-b10	XT25-b9
1HV47	179	XT18-b10	XT16-b5
1HV47	1TX80P04V4	XT10-a7	XT11-a7
1HV47	1TX80P04V4	XT11-a7	XT12-a7
1HV47	1TX80P04V5	XT13-a7	XT14-a7
1HV47	1TX80P04V5	XT14-a7	XT15-a7
1HV47	37	XT16-b9	XT19-b5
1HV47	37	XT20-a3	XT19-b5
1HV47	39	XT16-b8	XT19-a11
1HV47	39	XT19-a11	XT20-a5
1HV47	700	XT26-a8	XT19-b9
1HV47	751	XT36-a4	XTN06-b12
1HV47	900	XT19-a3	XT26-a9
1HV49	0504	XT22-a10	XT19-b10
1HV49	0504-1	XT22-b1	XT26-b1
1HV49	0507-1	XT21-a5	XT25-a5
1HV49	0509	XT26-a10	XT19-b7
1HV49	0519	XT21-b1	XT25-b1
1HV49	0547	XT23-a12	XT23-b1
1HV49	0561	XT4-b1	XT32-b8
1HV49	A1-TX10D01	XTK1-a1	XTK1-a2
1HV49	A1-UV05D01	XTK2-a1	XTK2-a2
1HV50	011	XT13-b5	XT35-a1
1HV50	012	XT13-a1	XT35-a2
1HV50	013	XT20-b5	XT35-a3
1HV50	014	XT20-a1	XT35-a4
1HV50	030	XT21-b12	XT32-b12
1HV50	17	XT1-a5	XT4-b5
1HV50	17	XT6-a3	XT4-b5
1HV50	179	XT3-b10	XT1-b12
1HV50	179.2	XT23-a11	XT21-a4
1HV50	19	XT1-b1	XT4-a11
1HV50	19	XT4-a11	XT6-a5
1HV50	1TX12F01H1.4	XT20-a6	XT20-b6
1HV50	1TX12F01H1.4-D	XT14-a9	XT20-b4
